Class ID,Parents,Preferred Label
http://purl.obolibrary.org/obo/NCBITaxon_197913,http://purl.obolibrary.org/obo/NCBITaxon_11308,"Influenzavirus C"
http://purl.obolibrary.org/obo/VO_0002004,http://purl.obolibrary.org/obo/VO_0002369,"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Mannheimia Haemolytica Toxoid (USDA: 4X49.20)"
http://purl.obolibrary.org/obo/VO_0001123,http://purl.obolibrary.org/obo/VO_0012180,"RECOMBITEK Canine Parvo"
http://purl.obolibrary.org/obo/DOID_14067,http://purl.obolibrary.org/obo/DOID_12365,"Plasmodium falciparum malaria"
http://purl.obolibrary.org/obo/VO_0012362,http://purl.obolibrary.org/obo/VO_0012370,"OprI"
http://purl.obolibrary.org/obo/VO_0005043,http://purl.obolibrary.org/obo/VO_0000435,"pCMN160 DNA vaccine plasmid"
http://purl.obolibrary.org/obo/VO_0002086,http://purl.obolibrary.org/obo/VO_0002384,"Bursal Disease-Newcastle Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12P5.40)"
http://purl.obolibrary.org/obo/VO_0001195,http://purl.obolibrary.org/obo/IAO_0000109,"vaccination route datum"
http://purl.obolibrary.org/obo/VO_0004252,http://purl.obolibrary.org/obo/VO_0000648,"Y. pestis F1 antigen Vaccine with Flagellin"
http://purl.obolibrary.org/obo/VO_0003124,http://purl.obolibrary.org/obo/VO_0000642,"Fluogen"
http://purl.obolibrary.org/obo/VO_0000301,http://purl.obolibrary.org/obo/VO_0000435,"pRc/CMV DNA vaccine plasmid"
http://purl.obolibrary.org/obo/VO_0001122,http://purl.obolibrary.org/obo/VO_0001141,"Saccharomyces cerevisiae vaccine vector"
http://purl.obolibrary.org/obo/VO_0004580,http://purl.obolibrary.org/obo/VO_0002512,"HRSV DNA vaccine pND-G"
http://purl.obolibrary.org/obo/VO_0002156,http://purl.obolibrary.org/obo/VO_0002457,"Newcastle-Bronchitis B1 Type, B1 Strain, Conn Type, Live Virus Vaccine (USDA: 1761.1A)"
http://purl.obolibrary.org/obo/VO_0000949,http://purl.obolibrary.org/obo/VO_0000604,"Mycoplasma gallisepticum vaccine"
http://purl.obolibrary.org/obo/VO_0000105,http://purl.obolibrary.org/obo/VO_0000811,"T cell epitope in vaccine"
http://purl.obolibrary.org/obo/NCBITaxon_5875,http://purl.obolibrary.org/obo/NCBITaxon_5873,"Theileria parva"
http://purl.obolibrary.org/obo/VO_0002946,http://purl.obolibrary.org/obo/VO_0000648,"Yersinia pestis yopH mutant vaccine"
http://purl.obolibrary.org/obo/NCBITaxon_813,http://purl.obolibrary.org/obo/NCBITaxon_810,"Chlamydia trachomatis"
http://purl.obolibrary.org/obo/VO_0000047,http://purl.obolibrary.org/obo/VO_0000642,"Fluzone"
http://purl.obolibrary.org/obo/VO_0001837,http://purl.obolibrary.org/obo/VO_0002449,"Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C Bacterin-Toxoid (USDA: 4955.20)"
http://purl.obolibrary.org/obo/VO_0004029,http://purl.obolibrary.org/obo/VO_0000764,"B. burgdorferi OspB Protein Vaccine"
http://purl.obolibrary.org/obo/VO_0000198,http://purl.obolibrary.org/obo/VO_0000156,"chickenpox virus gene"
http://purl.obolibrary.org/obo/NCBITaxon_1783272,http://purl.obolibrary.org/obo/NCBITaxon_2,"Terrabacteria group"
http://purl.obolibrary.org/obo/VO_0001124,http://purl.obolibrary.org/obo/VO_0000144,"VEE vaccine vector"
http://purl.obolibrary.org/obo/VO_0002158,http://purl.obolibrary.org/obo/VO_0002457,"Newcastle-Bronchitis B1 Type, B1 Strain, Conn Type, Live Virus Vaccine (USDA: 1762.13)"
http://purl.obolibrary.org/obo/VO_0002005,http://purl.obolibrary.org/obo/VO_0002369,"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Mannheimia Haemolytica Toxoid (USDA: 4X49.21)"
http://purl.obolibrary.org/obo/NCBITaxon_9913,http://purl.obolibrary.org/obo/NCBITaxon_27592,"Bos taurus"
http://purl.obolibrary.org/obo/VO_0012361,http://purl.obolibrary.org/obo/VO_0012370,"PcrV"
http://purl.obolibrary.org/obo/VO_0005044,http://purl.obolibrary.org/obo/VO_0000435,"V1Jns DNA vaccine plasmid"
http://purl.obolibrary.org/obo/VO_0004251,http://purl.obolibrary.org/obo/VO_0000644,"recombinant S gene Hepatitis B Vaccine with rIFN-gamma"
http://purl.obolibrary.org/obo/VO_0000302,http://purl.obolibrary.org/obo/VO_0000435,"pRc/CMV2 DNA vaccine plasmid"
http://purl.obolibrary.org/obo/VO_0002085,http://purl.obolibrary.org/obo/VO_0002383,"Bursal Disease-Newcastle Disease-Bronchitis-Reovirus Standard & Variant, Mass Type, Killed Virus Vaccine (USDA: 12M5.E0)"
http://purl.obolibrary.org/obo/VO_0001194,http://purl.obolibrary.org/obo/IAO_0000109,"biological sex datum"
http://purl.obolibrary.org/obo/VO_0011019,http://purl.obolibrary.org/obo/VO_0010821,"ApxIA"
http://purl.obolibrary.org/obo/VO_0004581,http://purl.obolibrary.org/obo/VO_0001502,"IBV DNA vaccine pVAX1-N"
http://purl.obolibrary.org/obo/VO_0002945,http://purl.obolibrary.org/obo/VO_0000648,"Yersinia pestis smpB/ssrA mutant vaccine"
http://purl.obolibrary.org/obo/VO_0000106,http://purl.obolibrary.org/obo/VO_0000135,"vaccine-induced T cell mediated immunity"
http://purl.obolibrary.org/obo/NCBITaxon_1773,http://purl.obolibrary.org/obo/NCBITaxon_77643,"Mycobacterium tuberculosis"
http://purl.obolibrary.org/obo/VO_0000739,http://purl.obolibrary.org/obo/VO_0000680,"Shigella ribosome-based Vaccine (SRB)"
http://purl.obolibrary.org/obo/VO_0000199,http://purl.obolibrary.org/obo/VO_0000156,"Rubella virus gene"
http://purl.obolibrary.org/obo/VO_0001836,http://purl.obolibrary.org/obo/VO_0002449,"Mink Distemper-Enteritis Modified Live Virus & Killed Virus Vaccine-Clostridium botulinum Type C Bacterin-Toxoid (USDA: 4929.20)"
http://purl.obolibrary.org/obo/VO_0000046,http://purl.obolibrary.org/obo/VO_0000642,"Fluvirin"
http://purl.obolibrary.org/obo/VO_0002220,http://purl.obolibrary.org/obo/VO_0002391,"Canine Coronavirus Killed Virus Vaccine-Leptospira Icterohaemorrhagiae Bacterial Extract (USDA: 46D5.27)"
http://purl.obolibrary.org/obo/VO_0002379,http://purl.obolibrary.org/obo/VO_0001501,"Bovine Virus Diarrhea Vaccine-Haemophilus Somnus-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid"
http://purl.obolibrary.org/obo/VO_0000197,http://purl.obolibrary.org/obo/VO_0000156,"West Nile virus gene"
http://purl.obolibrary.org/obo/VO_0000044,http://purl.obolibrary.org/obo/VO_0000642,"FluMist"
http://purl.obolibrary.org/obo/VO_0005045,http://purl.obolibrary.org/obo/VO_0000435,"pND-14 DNA vaccine plasmid"
http://purl.obolibrary.org/obo/NCBITaxon_9768,http://purl.obolibrary.org/obo/NCBITaxon_91561,"Balaenoptera borealis"
http://purl.obolibrary.org/obo/VO_0012364,http://purl.obolibrary.org/obo/VO_0010770,"Ag85B from M. tuberculosis H37Rv"
http://purl.obolibrary.org/obo/VO_0002006,http://purl.obolibrary.org/obo/VO_0002370,"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid (USDA: 45B9.20)"
http://purl.obolibrary.org/obo/VO_0002159,http://purl.obolibrary.org/obo/VO_0002457,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1762.1H)"
http://purl.obolibrary.org/obo/VO_0004582,http://purl.obolibrary.org/obo/VO_0001502,"IBV DNA vaccine pVAX-S1 with GM-CSF adjuvant"
http://purl.obolibrary.org/obo/VO_0001120,http://purl.obolibrary.org/obo/VO_0001065,"Bovilis Neoguard"
http://purl.obolibrary.org/obo/VO_0012365,http://purl.obolibrary.org/obo/VO_0010758,"znuA"
http://purl.obolibrary.org/obo/VO_0001193,http://purl.obolibrary.org/obo/IAO_0000109,"vaccination mouse strain datum"
http://purl.obolibrary.org/obo/VO_0002084,http://purl.obolibrary.org/obo/VO_0002383,"Bursal Disease-Newcastle Disease-Bronchitis-Reovirus Mass Type, Killed Virus Vaccine (USDA: 12M5.91)"
http://purl.obolibrary.org/obo/VO_0004250,http://purl.obolibrary.org/obo/VO_0000177,"attenuated Listeria expressing cancer antigen vaccine"
http://purl.obolibrary.org/obo/VO_0000045,http://purl.obolibrary.org/obo/VO_0000642,"Fluarix"
http://purl.obolibrary.org/obo/VO_0001410,http://purl.obolibrary.org/obo/OGG_2000000002,"Borrelia burgdorferi gene"
http://purl.obolibrary.org/obo/PATO_0000719,http://purl.obolibrary.org/obo/PATO_0000169,"viable"
http://purl.obolibrary.org/obo/VO_0000107,http://purl.obolibrary.org/obo/VO_0000106,"T cell vaccine antigen processing and presentation"
http://purl.obolibrary.org/obo/NCBITaxon_5873,http://purl.obolibrary.org/obo/NCBITaxon_5863,"Theileria"
http://purl.obolibrary.org/obo/VO_0001839,http://purl.obolibrary.org/obo/VO_0002452,"Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 49A5.20)"
http://purl.obolibrary.org/obo/VO_0002948,http://purl.obolibrary.org/obo/VO_0001035,"Yersinia ruckeri aroA mutant vaccine"
http://purl.obolibrary.org/obo/VO_0000196,http://purl.obolibrary.org/obo/VO_0000590,"preparation of recombinant vector vaccine"
http://purl.obolibrary.org/obo/VO_0010839,http://purl.obolibrary.org/obo/VO_0010753,"Chlamydophila psittaci protein"
http://purl.obolibrary.org/obo/VO_0000043,http://purl.obolibrary.org/obo/VO_0000642,"FluLaval"
http://purl.obolibrary.org/obo/VO_0002007,http://purl.obolibrary.org/obo/VO_0002370,"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid (USDA: 45B9.21)"
http://purl.obolibrary.org/obo/VO_0012363,http://purl.obolibrary.org/obo/VO_0010764,"AY243312"
http://purl.obolibrary.org/obo/VO_0005046,http://purl.obolibrary.org/obo/VO_0000435,"pSecTag2A DNA vaccine plasmid"
http://purl.obolibrary.org/obo/VO_0000108,http://purl.obolibrary.org/obo/VO_0000025,"Brucella abortus vaccine"
http://purl.obolibrary.org/obo/VO_0001121,http://purl.obolibrary.org/obo/VO_0000610,"rhabdovirus-based vaccine vector"
http://purl.obolibrary.org/obo/VO_0000300,http://purl.obolibrary.org/obo/VO_0001135,"B. melitensis strain VTRM1"
http://purl.obolibrary.org/obo/VO_0004583,http://purl.obolibrary.org/obo/VO_0002455,"H. rhabdovirus DNA Vaccine encoding G"
http://purl.obolibrary.org/obo/VO_0001192,http://purl.obolibrary.org/obo/IAO_0000109,"mutated gene in vaccine strain datum"
http://purl.obolibrary.org/obo/VO_0002083,http://purl.obolibrary.org/obo/VO_0002383,"Bursal Disease-Newcastle Disease-Bronchitis-Reovirus Mass Type, Killed Virus Vaccine (USDA: 12M5.90)"
http://purl.obolibrary.org/obo/VO_0001838,http://purl.obolibrary.org/obo/VO_0002451,"Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C Bacterin-Toxoid (USDA: 4955.21)"
http://purl.obolibrary.org/obo/VO_0001411,http://purl.obolibrary.org/obo/OGG_2000000002,"Burkholderia pseudomallei gene"
http://purl.obolibrary.org/obo/VO_0002947,http://purl.obolibrary.org/obo/VO_0002510,"Yersinia pseudotuberculosis phoP mutant vaccine"
http://purl.obolibrary.org/obo/NCBITaxon_5874,http://purl.obolibrary.org/obo/NCBITaxon_5873,"Theileria annulata"
http://purl.obolibrary.org/obo/NCBITaxon_1765,http://purl.obolibrary.org/obo/NCBITaxon_77643,"Mycobacterium bovis"
http://purl.obolibrary.org/obo/VO_0004024,http://purl.obolibrary.org/obo/VO_0001230,"T. pallidum GlpQ Protein Vaccine"
http://purl.obolibrary.org/obo/VO_0001905,http://purl.obolibrary.org/obo/VO_0002347,"Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine-Haemophilus somnus-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid (USDA: 43S5.20)"
http://purl.obolibrary.org/obo/VO_0002949,http://purl.obolibrary.org/obo/VO_0001482,"Bovine herpesvirus 1 UL23 mutant vaccine"
http://purl.obolibrary.org/obo/VO_0001288,http://purl.obolibrary.org/obo/VO_0001357,"Avridine"
http://purl.obolibrary.org/obo/VO_0001198,http://purl.obolibrary.org/obo/IAO_0000109,"pathogen strain for challenge datum"
http://purl.obolibrary.org/obo/VO_0001988,http://purl.obolibrary.org/obo/VO_0002361,"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.23)"
http://purl.obolibrary.org/obo/VO_0002699,http://purl.obolibrary.org/obo/VO_0001424,"UL23 from Bovine herpesvirus 1"
http://purl.obolibrary.org/obo/VO_0004782,http://purl.obolibrary.org/obo/VO_0001229,"rAdV-SjTPI.opt"
http://purl.obolibrary.org/obo/VO_0002723,http://purl.obolibrary.org/obo/VO_0001437,"TK from Herpes simplex virus type 1 and 2"
http://purl.obolibrary.org/obo/VO_0001832,http://purl.obolibrary.org/obo/VO_0002484,"Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine (USDA: 1679.31)"
http://purl.obolibrary.org/obo/VO_0011401,http://purl.obolibrary.org/obo/VO_0012167,"Sin Nombre virus DNA vaccine encoding G1"
http://purl.obolibrary.org/obo/VO_0004585,http://purl.obolibrary.org/obo/VO_0001497,"Infectious Bursal Disease Virus DNA Vaccine expressing VP2"
http://purl.obolibrary.org/obo/VO_0004195,http://purl.obolibrary.org/obo/VO_0000087,"P. falciparum CS expressed in irradiated P. berghei as Vaccine"
http://purl.obolibrary.org/obo/VO_0003247,http://purl.obolibrary.org/obo/BFO_0000029,"vaccination site"
http://purl.obolibrary.org/obo/VO_0002509,http://purl.obolibrary.org/obo/VO_0000768,"Salmonella enteritidis vaccine"
http://purl.obolibrary.org/obo/VO_0011491,http://purl.obolibrary.org/obo/VO_0012184,"T. brucei DNA Vaccine encoding TSA protein"
http://purl.obolibrary.org/obo/VO_0001287,http://purl.obolibrary.org/obo/VO_0001357,"BAY R1005"
http://purl.obolibrary.org/obo/VO_0004194,http://purl.obolibrary.org/obo/VO_0000761,"P. chabaudi AMA1 Protein Vaccine"
http://purl.obolibrary.org/obo/VO_0001906,http://purl.obolibrary.org/obo/VO_0002348,"Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine-Haemophilus somnus-Mannheimia Haemolytica-Pasteurella Multocida-Salmonella Typhimurium Bacterin-Toxoid (USDA: 43T5.20)"
http://purl.obolibrary.org/obo/VO_0004023,http://purl.obolibrary.org/obo/VO_0001142,"L. donovani Beta-tubulin Protein Vaccine"
http://purl.obolibrary.org/obo/NCBITaxon_1764,http://purl.obolibrary.org/obo/NCBITaxon_1763,"Mycobacterium avium"
http://purl.obolibrary.org/obo/VO_0001289,http://purl.obolibrary.org/obo/VO_0000131,"calcium phosphate gel"
http://purl.obolibrary.org/obo/VO_0001987,http://purl.obolibrary.org/obo/VO_0002361,"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.21)"
http://purl.obolibrary.org/obo/VO_0002698,http://purl.obolibrary.org/obo/VO_0001428,"aroA from Yersinia ruckeri"
http://purl.obolibrary.org/obo/VO_0001199,http://purl.obolibrary.org/obo/IAO_0000109,"pathogen challenge datum"
http://purl.obolibrary.org/obo/VO_0001833,http://purl.obolibrary.org/obo/VO_0002449,"Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.31)"
http://purl.obolibrary.org/obo/VO_0002724,http://purl.obolibrary.org/obo/VO_0001437,"UL29 from Herpes simplex virus type 1 and 2"
http://purl.obolibrary.org/obo/VO_0004584,http://purl.obolibrary.org/obo/VO_0001502,"Infectious Bronchitis Virus DNA Vaccine encoding S1, N, and M"
http://purl.obolibrary.org/obo/VO_0011402,http://purl.obolibrary.org/obo/VO_0012167,"Seoul virus vaccine rCAV-2-Gc"
http://purl.obolibrary.org/obo/VO_0004783,http://purl.obolibrary.org/obo/VO_0000642,"rPIV5-H3 (influenza virus)"
http://purl.obolibrary.org/obo/VO_0004630,http://purl.obolibrary.org/obo/VO_0000650,"AdC68- rabies virus glycoprotein"
http://purl.obolibrary.org/obo/VO_0011490,http://purl.obolibrary.org/obo/VO_0012179,"C. posadasii subunit GEL1 protein vaccine"
http://purl.obolibrary.org/obo/VO_0000490,http://purl.obolibrary.org/obo/BFO_0000015,"immunization"
http://purl.obolibrary.org/obo/VO_0001620,http://purl.obolibrary.org/obo/VO_0001502,"Bronchitis Mass & Ark Types, Live Virus Vaccine (USDA: 1231.13)"
http://purl.obolibrary.org/obo/VO_0004193,http://purl.obolibrary.org/obo/VO_0000087,"P. falciparum LSA-3 Protein Vaccine"
http://purl.obolibrary.org/obo/VO_0001907,http://purl.obolibrary.org/obo/VO_0002349,"Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4335.20)"
http://purl.obolibrary.org/obo/VO_0004026,http://purl.obolibrary.org/obo/VO_0001230,"T. pallidum Tp92 Protein Vaccine"
http://purl.obolibrary.org/obo/VO_0004587,http://purl.obolibrary.org/obo/VO_0000665,"Japanese encephalitis virus DNA Vaccine pCJ-3/E encoding E"
http://purl.obolibrary.org/obo/VO_0004631,http://purl.obolibrary.org/obo/VO_0000726,"rAd-GP (Ebola virus)"
http://purl.obolibrary.org/obo/OGG_3000888751,http://purl.obolibrary.org/obo/OGG_2060083332,"sigE"
http://purl.obolibrary.org/obo/VO_0004784,http://purl.obolibrary.org/obo/VO_0000642,"rVEE-HA(H1N1)"
http://purl.obolibrary.org/obo/VO_0002725,http://purl.obolibrary.org/obo/VO_0001437,"US8 from Herpes simplex virus type 1 and 2"
http://purl.obolibrary.org/obo/VO_0001834,http://purl.obolibrary.org/obo/VO_0002450,"Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.20)"
http://purl.obolibrary.org/obo/VO_0001986,http://purl.obolibrary.org/obo/VO_0002361,"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.20)"
http://purl.obolibrary.org/obo/VO_0002830,http://purl.obolibrary.org/obo/VO_0002506,"Edwardsiella tarda aroC mutant vaccine"
http://purl.obolibrary.org/obo/VO_0001196,http://purl.obolibrary.org/obo/VO_0000814,"vaccination dose (unit: CFU)"
http://purl.obolibrary.org/obo/VO_0011493,http://purl.obolibrary.org/obo/VO_0012182,"C. jejuni MBP-FlaA protein vaccine"
http://purl.obolibrary.org/obo/VO_0011020,http://purl.obolibrary.org/obo/VO_0010821,"ApxIIA"
http://purl.obolibrary.org/obo/VO_0011380,http://purl.obolibrary.org/obo/VO_0001225,"B. abortus DNA vaccine encoding RplL and Omp16"
http://purl.obolibrary.org/obo/VO_0004632,http://purl.obolibrary.org/obo/VO_0001222,"HVT-ND"
http://purl.obolibrary.org/obo/VO_0004588,http://purl.obolibrary.org/obo/VO_0002544,"REV DNA vaccine VP22/gag and VP22/env"
http://purl.obolibrary.org/obo/VO_0004027,http://purl.obolibrary.org/obo/VO_0000764,"B. burgdorferi DbpA Protein Vaccine"
http://purl.obolibrary.org/obo/VO_0001285,http://purl.obolibrary.org/obo/VO_0001359,"Algal Glucan vaccine adjuvant"
http://purl.obolibrary.org/obo/NCBITaxon_11039,http://purl.obolibrary.org/obo/NCBITaxon_177874,"Western equine encephalitis virus"
http://purl.obolibrary.org/obo/NCBITaxon_11308,http://purl.obolibrary.org/obo/NCBITaxon_35301,"Orthomyxoviridae"
http://purl.obolibrary.org/obo/VO_0004025,http://purl.obolibrary.org/obo/VO_0001230,"T. pallidum TmpB Protein Vaccine"
http://purl.obolibrary.org/obo/VO_0004192,http://purl.obolibrary.org/obo/VO_0002502,"S. aureus DNA Vaccine encoding PBP2a Protein"
http://purl.obolibrary.org/obo/VO_0001908,http://purl.obolibrary.org/obo/VO_0002349,"Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4336.30)"
http://purl.obolibrary.org/obo/VO_0002726,http://purl.obolibrary.org/obo/VO_0001438,"G protein from Human metapneumovirus"
http://purl.obolibrary.org/obo/VO_0001835,http://purl.obolibrary.org/obo/VO_0002450,"Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.31)"
http://purl.obolibrary.org/obo/VO_0001621,http://purl.obolibrary.org/obo/VO_0001502,"Bronchitis Mass & Conn Types, Live Virus Vaccine (USDA: 1231.14)"
http://purl.obolibrary.org/obo/VO_0004785,http://purl.obolibrary.org/obo/VO_0001130,"rS.C-APP-ApxI/ApxII"
http://purl.obolibrary.org/obo/NCBITaxon_5659,http://purl.obolibrary.org/obo/NCBITaxon_38568,"Leishmania amazonensis"
http://purl.obolibrary.org/obo/VO_0000730,http://purl.obolibrary.org/obo/VO_0000727,"Marek disease vaccine"
http://purl.obolibrary.org/obo/VO_0004586,http://purl.obolibrary.org/obo/VO_0000665,"Japanese encephalitis virus DNA Vaccine P-JEV"
http://purl.obolibrary.org/obo/VO_0011400,http://purl.obolibrary.org/obo/VO_0012167,"Puumala virus PUUVsSgp1 (NP) protein vaccine"
http://purl.obolibrary.org/obo/VO_0001197,http://purl.obolibrary.org/obo/IAO_0000109,"animal age at vaccination in days"
http://purl.obolibrary.org/obo/VO_0002831,http://purl.obolibrary.org/obo/VO_0002506,"Edwardsiella tarda aroC/slyA mutant vaccine"
http://purl.obolibrary.org/obo/VO_0001985,http://purl.obolibrary.org/obo/VO_0002360,"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B1.25)"
http://purl.obolibrary.org/obo/UBERON_0002385,http://purl.obolibrary.org/obo/UBERON_0004120|http://purl.obolibrary.org/obo/UBERON_0010000,"muscle tissue"
http://purl.obolibrary.org/obo/VO_0011492,http://purl.obolibrary.org/obo/VO_0012184,"T. brucei Subunit p15 Protein Vaccine"
http://purl.obolibrary.org/obo/VO_0011021,http://purl.obolibrary.org/obo/VO_0010821,"CP"
http://purl.obolibrary.org/obo/VO_0004633,http://purl.obolibrary.org/obo/VO_0000642,"rHVT-H5"
http://purl.obolibrary.org/obo/VO_0004786,http://purl.obolibrary.org/obo/VO_0001130,"rS.C-APP-ApxIIA"
http://purl.obolibrary.org/obo/VO_0001286,http://purl.obolibrary.org/obo/VO_0001354,"Algammulin vaccine adjuvant"
http://purl.obolibrary.org/obo/VO_0012358,http://purl.obolibrary.org/obo/VO_0010751,"Treponema pallidum protein"
http://purl.obolibrary.org/obo/VO_0004199,http://purl.obolibrary.org/obo/VO_0012158,"L. amazonensis CP Protein Vaccine"
http://purl.obolibrary.org/obo/VO_0000731,http://purl.obolibrary.org/obo/VO_0000736,"Measles-Mumps-Rubella vaccine"
http://purl.obolibrary.org/obo/NCBITaxon_5658,http://purl.obolibrary.org/obo/NCBITaxon_5654,"Leishmania <genus>"
http://purl.obolibrary.org/obo/VO_0011405,http://purl.obolibrary.org/obo/VO_0012168,"Herpes simplex virus type 2 DNA vaccine encoding ICP27"
http://purl.obolibrary.org/obo/VO_0002727,http://purl.obolibrary.org/obo/VO_0001438,"M2-2 from Human metapneumovirus"
http://purl.obolibrary.org/obo/NCBITaxon_1280,http://purl.obolibrary.org/obo/NCBITaxon_1279,"Staphylococcus aureus"
http://purl.obolibrary.org/obo/VO_0004020,http://purl.obolibrary.org/obo/VO_0000642,"Influenza virus DNA vaccine encoding HA from Influenza A virus (A/Thailand/1(KAN-1)/2004(H5N1))"
http://purl.obolibrary.org/obo/NCBITaxon_11978,http://purl.obolibrary.org/obo/NCBITaxon_11974,"Feline calicivirus"
http://purl.obolibrary.org/obo/VO_0001283,http://purl.obolibrary.org/obo/VO_0001280,"immunization target role of parasite pathogen"
http://purl.obolibrary.org/obo/VO_0001909,http://purl.obolibrary.org/obo/VO_0002345,"Bovine Rhinotracheitis-Virus Diarrhea Modified Live Virus Vaccine (USDA: 1151.00)"
http://purl.obolibrary.org/obo/VO_0002505,http://purl.obolibrary.org/obo/VO_0000589,"Aeromonas hydrophila vaccine"
http://purl.obolibrary.org/obo/VO_0004634,http://purl.obolibrary.org/obo/VO_0000642,"rHVT-H5 (clade 2.2 H5N1 HPAIV)"
http://purl.obolibrary.org/obo/VO_0011022,http://purl.obolibrary.org/obo/VO_0010821,"APP7_1016"
http://purl.obolibrary.org/obo/VO_0000190,http://purl.obolibrary.org/obo/VO_0001355,"squalene"
http://purl.obolibrary.org/obo/VO_0011495,http://purl.obolibrary.org/obo/VO_0012182,"C. jejuni FlaC protein vaccine"
http://purl.obolibrary.org/obo/VO_0002694,http://purl.obolibrary.org/obo/VO_0001426,"smpB from Yersinia pestis"
http://purl.obolibrary.org/obo/VO_0000732,http://purl.obolibrary.org/obo/VO_0000735,"Diphtheria-Tetanus vaccine"
http://purl.obolibrary.org/obo/VO_0012359,http://purl.obolibrary.org/obo/VO_0010759,"YopH from Y. pestis strain: CO92, biovar: Orientalis"
http://purl.obolibrary.org/obo/VO_0004198,http://purl.obolibrary.org/obo/VO_0012159,"VVr expressing L. infantum P36/LACK"
http://purl.obolibrary.org/obo/VO_0011024,http://purl.obolibrary.org/obo/VO_0010814,"AroA"
http://purl.obolibrary.org/obo/VO_0002728,http://purl.obolibrary.org/obo/VO_0001439,"M2-2 from Human Respiratory Syncytial Virus"
http://purl.obolibrary.org/obo/VO_0011406,http://purl.obolibrary.org/obo/VO_0012168,"Herpes simplex virus type 2 DNA vaccine encoding GB"
http://purl.obolibrary.org/obo/VO_0000191,http://purl.obolibrary.org/obo/VO_0001357,"arlacel A"
http://purl.obolibrary.org/obo/VO_0002599,http://purl.obolibrary.org/obo/VO_0001414,"purC/purD from Francisella tularensis"
http://purl.obolibrary.org/obo/VO_0001284,http://purl.obolibrary.org/obo/VO_0001280,"immunization target role of fungal pathogen"
http://purl.obolibrary.org/obo/VO_0004589,http://purl.obolibrary.org/obo/VO_0002514,"P. yoelii DNA vaccine pDIP/PyCSP. 1"
http://purl.obolibrary.org/obo/VO_0002506,http://purl.obolibrary.org/obo/VO_0000602,"Edwardsiella tarda vaccine"
http://purl.obolibrary.org/obo/VO_0004635,http://purl.obolibrary.org/obo/VO_0002788,"rSPV-MRP (Streptococcus suis)"
http://purl.obolibrary.org/obo/VO_0011494,http://purl.obolibrary.org/obo/VO_0001061,"T. parva Subunit p67 Protein Vaccine"
http://purl.obolibrary.org/obo/VO_0002693,http://purl.obolibrary.org/obo/VO_0001426,"pcm from Yersinia pestis"
