Class ID,Parents,Preferred Label
http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetarianPizzaEquivalent2,http://www.w3.org/2002/07/owl#Thing,"PizzaVegetarianaEquivalente2"
http://www.co-ode.org/ontologies/pizza/pizza.owl#ParmesanTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseTopping,"ParmezanTopping"
http://www.co-ode.org/ontologies/pizza/pizza.owl#HerbSpiceTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,"HerbSpiceTopping"
http://www.co-ode.org/ontologies/pizza/pizza.owl#PepperTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,"PepperTopping"
http://www.co-ode.org/ontologies/pizza/pizza.owl#Cajun,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,"Cajun"
http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperoniSausageTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#MeatTopping,"PeperoniSausageTopping"
http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,"CoberturaDeAnchovies"
http://www.co-ode.org/ontologies/pizza/pizza.owl#AsparagusTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,"CoberturaDeAspargos"
http://www.co-ode.org/ontologies/pizza/pizza.owl#InterestingPizza,http://www.w3.org/2002/07/owl#Thing,"PizzaInteressante"
http://www.co-ode.org/ontologies/pizza/pizza.owl#PineKernels,http://www.co-ode.org/ontologies/pizza/pizza.owl#NutTopping,"PineKernelTopping"
http://www.co-ode.org/ontologies/pizza/pizza.owl#PrinceCarlo,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,"CoberturaPrinceCarlo"
http://www.co-ode.org/ontologies/pizza/pizza.owl#SpicyTopping,http://www.w3.org/2002/07/owl#Thing,"CoberturaTemperada"
http://www.co-ode.org/ontologies/pizza/pizza.owl#Caprina,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,"Caprina"
http://www.co-ode.org/ontologies/pizza/pizza.owl#Food,http://www.co-ode.org/ontologies/pizza/pizza.owl#DomainConcept,"Food"
http://www.co-ode.org/ontologies/pizza/pizza.owl#MozzarellaTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseTopping,"MozzarellaTopping"
