source,target,relation
http://purl.obolibrary.org/obo/DRON_00020394,http://purl.obolibrary.org/obo/CHEBI_23359,has_proper_part
http://purl.obolibrary.org/obo/DRON_00020394,http://purl.obolibrary.org/obo/DRON_00014428,has_proper_part
http://purl.obolibrary.org/obo/DRON_00020394,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000010256,has participant
http://purl.obolibrary.org/obo/UBERON_0000107,http://purl.obolibrary.org/obo/GO_0040016,simultaneous_with
http://purl.obolibrary.org/obo/UBERON_0000107,http://purl.obolibrary.org/obo/UBERON_0000106,immediately_preceded_by
http://purl.obolibrary.org/obo/UBERON_0000107,http://purl.obolibrary.org/obo/UBERON_0000068,part of
http://purl.obolibrary.org/obo/UBERON_0000107,http://purl.obolibrary.org/obo/GO_0040016,simultaneous_with
http://purl.obolibrary.org/obo/UBERON_0000106,http://purl.obolibrary.org/obo/UBERON_0000104,starts
http://purl.obolibrary.org/obo/UBERON_0000106,http://purl.obolibrary.org/obo/UBERON_0000068,part of
http://purl.obolibrary.org/obo/DRON_00023136,http://purl.obolibrary.org/obo/CHEBI_8378,has_proper_part
http://purl.obolibrary.org/obo/UBERON_0000109,http://purl.obolibrary.org/obo/GO_0007369,simultaneous_with
http://purl.obolibrary.org/obo/UBERON_0000109,http://purl.obolibrary.org/obo/UBERON_0000108,preceded by
http://purl.obolibrary.org/obo/UBERON_0000109,http://purl.obolibrary.org/obo/UBERON_0000068,part of
http://purl.obolibrary.org/obo/UBERON_0000109,http://purl.obolibrary.org/obo/NCBITaxon_6072,only in taxon
http://purl.obolibrary.org/obo/UBERON_0000108,http://purl.obolibrary.org/obo/UBERON_0000068,part of
http://purl.obolibrary.org/obo/UBERON_0000108,http://purl.obolibrary.org/obo/UBERON_0000107,preceded by
http://purl.obolibrary.org/obo/DRON_00022517,http://purl.obolibrary.org/obo/DRON_00015990,has_proper_part
http://purl.obolibrary.org/obo/DRON_00022517,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000066,has participant
http://purl.obolibrary.org/obo/DRON_00023632,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000180,has participant
http://purl.obolibrary.org/obo/DRON_00023632,http://purl.obolibrary.org/obo/CHEBI_63631,has_proper_part
http://purl.obolibrary.org/obo/UBERON_0006601,http://purl.obolibrary.org/obo/UBERON_0000924,has potential to develop into
http://purl.obolibrary.org/obo/UBERON_0006601,http://purl.obolibrary.org/obo/UBERON_0000307,part of
http://purl.obolibrary.org/obo/UBERON_0006601,http://purl.obolibrary.org/obo/UBERON_0000307,part of
http://purl.obolibrary.org/obo/UBERON_0006601,http://purl.obolibrary.org/obo/UBERON_0000924,has potential to develop into
http://purl.obolibrary.org/obo/UBERON_0006601,http://purl.obolibrary.org/obo/NCBITaxon_6072,only in taxon
http://purl.obolibrary.org/obo/CL_0002319,http://purl.obolibrary.org/obo/UBERON_0001016,part of
http://purl.obolibrary.org/obo/DRON_00013975,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000130,has role
http://purl.obolibrary.org/obo/CHEBI_6375,http://purl.obolibrary.org/obo/DRON_00020324,is_bearer_of
http://purl.obolibrary.org/obo/DRON_00026716,http://purl.obolibrary.org/obo/CHEBI_60802,has_proper_part
http://purl.obolibrary.org/obo/DRON_00026716,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000180,has participant
http://purl.obolibrary.org/obo/UBERON_0000111,http://purl.obolibrary.org/obo/GO_0048513,simultaneous_with
http://purl.obolibrary.org/obo/UBERON_0000111,http://purl.obolibrary.org/obo/UBERON_0000110,preceded by
http://purl.obolibrary.org/obo/UBERON_0000111,http://purl.obolibrary.org/obo/UBERON_0000068,part of
http://purl.obolibrary.org/obo/UBERON_0000111,http://purl.obolibrary.org/obo/NCBITaxon_6072,only in taxon
http://purl.obolibrary.org/obo/UBERON_0000110,http://purl.obolibrary.org/obo/UBERON_0000068,part of
http://purl.obolibrary.org/obo/UBERON_0000110,http://purl.obolibrary.org/obo/UBERON_0000109,preceded by
http://purl.obolibrary.org/obo/UBERON_0000110,http://purl.obolibrary.org/obo/NCBITaxon_6072,only in taxon
http://purl.obolibrary.org/obo/UBERON_0000110,http://purl.obolibrary.org/obo/GO_0001841,simultaneous_with
http://purl.obolibrary.org/obo/DRON_00023118,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000121,has participant
http://purl.obolibrary.org/obo/DRON_00023118,http://purl.obolibrary.org/obo/CHEBI_63618,has_proper_part
http://purl.obolibrary.org/obo/DRON_00023623,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000160,has participant
http://purl.obolibrary.org/obo/DRON_00023623,http://purl.obolibrary.org/obo/DRON_00011680,has_proper_part
http://purl.obolibrary.org/obo/DRON_00026729,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000233,has participant
http://purl.obolibrary.org/obo/DRON_00026729,http://purl.obolibrary.org/obo/CHEBI_31355,has_proper_part
http://purl.obolibrary.org/obo/DRON_00030385,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000246,has participant
http://purl.obolibrary.org/obo/DRON_00030385,http://purl.obolibrary.org/obo/DRON_00016171,has_proper_part
http://purl.obolibrary.org/obo/DRON_00023619,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000133,has participant
http://purl.obolibrary.org/obo/DRON_00023619,http://purl.obolibrary.org/obo/DRON_00011676,has_proper_part
http://purl.obolibrary.org/obo/DRON_00028026,http://purl.obolibrary.org/obo/CHEBI_102524,has_proper_part
http://purl.obolibrary.org/obo/DRON_00021423,http://purl.obolibrary.org/obo/CHEBI_16714,has_proper_part
http://purl.obolibrary.org/obo/DRON_00030338,http://purl.obolibrary.org/obo/DRON_00017760,has_proper_part
http://purl.obolibrary.org/obo/DRON_00023158,http://purl.obolibrary.org/obo/DRON_00011432,has_proper_part
http://purl.obolibrary.org/obo/DRON_00027823,http://purl.obolibrary.org/obo/DRON_00018173,has_proper_part
http://purl.obolibrary.org/obo/DRON_00027823,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000159,has participant
http://purl.obolibrary.org/obo/DRON_00013678,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000104,has participant
http://purl.obolibrary.org/obo/DRON_00029994,http://purl.obolibrary.org/obo/CHEBI_61057,has_proper_part
